2014/08/23	16:13:17,348	6006,34728
2014/08/23	16:13:17,455	11989,18526
2014/08/23	16:13:17,561	11977,73061
2014/08/23	16:13:17,676	12002,24512
2014/08/23	16:13:17,782	12020,94603
2014/08/23	16:13:17,896	11951,16712
2014/08/23	16:13:18,003	12006,45102
2014/08/23	16:13:18,113	12014,55159
2014/08/23	16:13:18,220	11978,139
2014/08/23	16:13:18,329	12054,26621
2014/08/23	16:13:18,439	11981,13469
2014/08/23	16:13:18,546	12018,88095
2014/08/23	16:13:18,655	11909,59683
2014/08/23	16:13:18,764	11971,82812
2014/08/23	16:13:18,875	12012,98912
2014/08/23	16:13:18,983	12003,43696
2014/08/23	16:13:19,096	11969,94807
2014/08/23	16:13:19,206	11976,27596
2014/08/23	16:13:19,313	12020,14637
2014/08/23	16:13:19,426	11999,38549
2014/08/23	16:13:19,532	12009,05283
2014/08/23	16:13:19,642	12047,47528
2014/08/23	16:13:19,753	12033,38277
2014/08/23	16:13:19,859	11998,1746
2014/08/23	16:13:19,972	12057,80431
2014/08/23	16:13:20,081	12058,55556
2014/08/23	16:13:20,187	12052,39388
2014/08/23	16:13:20,295	12045,47166
2014/08/23	16:13:20,409	12034,84535
2014/08/23	16:13:20,518	12185,06304
2014/08/23	16:13:20,623	12020,47143
2014/08/23	16:13:20,733	12020,75125
2014/08/23	16:13:20,847	12013,39569
2014/08/23	16:13:20,952	11997,2195
2014/08/23	16:13:21,063	12140,76621
2014/08/23	16:13:21,171	12036,2771
2014/08/23	16:13:21,281	12056,22313
2014/08/23	16:13:21,391	12051,62698
2014/08/23	16:13:21,503	12039,4966
2014/08/23	16:13:21,611	12114,19717
2014/08/23	16:13:21,719	12073,16984
2014/08/23	16:13:21,833	12070,69796
2014/08/23	16:13:21,937	12086,40204
2014/08/23	16:13:22,046	12020,83311
2014/08/23	16:13:22,160	12027,67959
2014/08/23	16:13:22,268	11999,27188
2014/08/23	16:13:22,373	12006,97551
2014/08/23	16:13:22,483	12042,75873
2014/08/23	16:13:22,596	12029,84082
2014/08/23	16:13:22,709	12017,69683
2014/08/23	16:13:22,811	12053,23673
2014/08/23	16:13:22,924	12004,73175
2014/08/23	16:13:23,033	11972,59456
2014/08/23	16:13:23,141	12038,65578
2014/08/23	16:13:23,249	11920,76621
2014/08/23	16:13:23,358	11963,1093
2014/08/23	16:13:23,472	11944,75351
2014/08/23	16:13:23,580	12099,12902
2014/08/23	16:13:23,690	12010,46916
2014/08/23	16:13:23,797	12138,61542
2014/08/23	16:13:23,905	11975,81587
2014/08/23	16:13:24,015	12000,56156
2014/08/23	16:13:24,126	12007,56168
2014/08/23	16:13:24,234	11982,7356
2014/08/23	16:13:24,347	11917,13741
2014/08/23	16:13:24,457	11941,78571
2014/08/23	16:13:24,564	12007,06236
2014/08/23	16:13:24,671	11966,0873
2014/08/23	16:13:24,785	12003,03016
2014/08/23	16:13:24,890	12012,83447
2014/08/23	16:13:25,001	11987,41723
2014/08/23	16:13:25,110	11984,28492
2014/08/23	16:13:25,221	11915,42971
2014/08/23	16:13:25,330	11914,15397
2014/08/23	16:13:25,439	11946,22653
2014/08/23	16:13:25,546	11907,31406
2014/08/23	16:13:25,660	11926,3907
2014/08/23	16:13:25,770	11880,98503
2014/08/23	16:13:25,876	11896,80249
2014/08/23	16:13:25,986	11947,31202
2014/08/23	16:13:26,093	11959,8517
2014/08/23	16:13:26,208	11932,20147
2014/08/23	16:13:26,311	11943,90363
2014/08/23	16:13:26,425	11920,63333
2014/08/23	16:13:26,533	11958,24354
2014/08/23	16:13:26,642	11907,15306
2014/08/23	16:13:26,753	11914,4619
2014/08/23	16:13:26,862	12066,87392
2014/08/23	16:13:26,970	11956,15578
2014/08/23	16:13:27,081	12034,67347
2014/08/23	16:13:27,192	11951,42993
2014/08/23	16:13:27,299	11967,75057
2014/08/23	16:13:27,406	11991,20023
2014/08/23	16:13:27,520	11996,64603
2014/08/23	16:13:27,625	11949,01814
2014/08/23	16:13:27,736	11956,45079
2014/08/23	16:13:27,844	12001,51088
2014/08/23	16:13:27,955	11946,20658
2014/08/23	16:13:28,064	11971,70454
2014/08/23	16:13:28,171	11991,5712
2014/08/23	16:13:28,280	12035,2093
2014/08/23	16:13:28,396	12034,35624
2014/08/23	16:13:28,499	11988,08118
2014/08/23	16:13:28,609	12009,33447
2014/08/23	16:13:28,721	12018,66871
2014/08/23	16:13:28,830	11966,85034
2014/08/23	16:13:28,937	12000,98345
2014/08/23	16:13:29,050	11973,37211
2014/08/23	16:13:29,158	11979,10454
2014/08/23	16:13:29,266	11973,24195
2014/08/23	16:13:29,374	11972,5102
2014/08/23	16:13:29,483	12020,46553
2014/08/23	16:13:29,593	11945,21383
2014/08/23	16:13:29,708	11983,45306
2014/08/23	16:13:29,818	11960,18889
2014/08/23	16:13:29,924	11998,7356
2014/08/23	16:13:30,033	12009,61837
2014/08/23	16:13:30,141	11901,52358
2014/08/23	16:13:30,250	12054,38367
2014/08/23	16:13:30,359	12154,73379
2014/08/23	16:13:30,470	12018,91859
2014/08/23	16:13:30,579	11979,56259
2014/08/23	16:13:30,689	12049,22086
2014/08/23	16:13:30,796	12019,1907
2014/08/23	16:13:30,910	12016,79773
2014/08/23	16:13:31,017	12038,60703
2014/08/23	16:13:31,124	12006,95374
2014/08/23	16:13:31,233	12019,32721
2014/08/23	16:13:31,346	12054,53968
2014/08/23	16:13:31,456	12020,84467
2014/08/23	16:13:31,561	12045,62721
2014/08/23	16:13:31,674	12012,64626
2014/08/23	16:13:31,783	11953,46009
2014/08/23	16:13:31,891	12073,41905
2014/08/23	16:13:32,004	11985,88878
2014/08/23	16:13:32,113	11975,73946
2014/08/23	16:13:32,220	11984,12698
2014/08/23	16:13:32,328	11955,74512
2014/08/23	16:13:32,436	12000,59116
2014/08/23	16:13:32,549	12024,7907
2014/08/23	16:13:32,658	12000,12358
2014/08/23	16:13:32,769	11972,64263
2014/08/23	16:13:32,874	11969,98503
2014/08/23	16:13:32,985	11898,6415
2014/08/23	16:13:33,093	11862,49887
2014/08/23	16:13:33,207	11959,07937
2014/08/23	16:13:33,362	11894,74444
2014/08/23	16:13:33,474	11895,09342
2014/08/23	16:13:33,582	11973,11678
2014/08/23	16:13:33,692	11956,68231
2014/08/23	16:13:33,799	11956,72041
2014/08/23	16:13:33,908	11970,54762
2014/08/23	16:13:34,016	11949,80045
2014/08/23	16:13:34,124	11956,47551
2014/08/23	16:13:34,234	11920,01542
2014/08/23	16:13:34,343	11970,37392
2014/08/23	16:13:34,454	12014,44671
2014/08/23	16:13:34,562	12003,74263
2014/08/23	16:13:34,675	12006,85374
2014/08/23	16:13:34,784	11937,50771
2014/08/23	16:13:34,895	11991,41905
2014/08/23	16:13:35,002	11969,37664
2014/08/23	16:13:35,113	11973,06168
2014/08/23	16:13:35,220	11978,74036
2014/08/23	16:13:35,332	11949,52857
2014/08/23	16:13:35,439	11968,88934
2014/08/23	16:13:35,551	11962,08617
2014/08/23	16:13:35,655	11965,4458
2014/08/23	16:13:35,771	11955,13129
2014/08/23	16:13:35,873	12001,16122
2014/08/23	16:13:35,987	11966,21156
2014/08/23	16:13:36,096	11993,6737
2014/08/23	16:13:36,205	11964,80499
2014/08/23	16:13:36,315	11976,6966
2014/08/23	16:13:36,420	11946,22902
2014/08/23	16:13:36,531	12010,31701
2014/08/23	16:13:36,639	11932,48617
2014/08/23	16:13:36,754	11977,87642
2014/08/23	16:13:36,862	11986,59365
2014/08/23	16:13:36,970	11947,72698
2014/08/23	16:13:37,078	12008,4034
2014/08/23	16:13:37,187	11967,85737
2014/08/23	16:13:37,300	11991,10034
2014/08/23	16:13:37,410	11963,41746
2014/08/23	16:13:37,521	11919,03923
2014/08/23	16:13:37,623	11943,15125
2014/08/23	16:13:37,734	11936,08594
2014/08/23	16:13:37,846	11948,53923
2014/08/23	16:13:37,957	11928,82313
2014/08/23	16:13:38,066	11929,2161
2014/08/23	16:13:38,176	11990,52766
2014/08/23	16:13:38,284	11898,41587
2014/08/23	16:13:38,426	11926,53526
2014/08/23	16:13:38,534	11984,70522
2014/08/23	16:13:38,640	11914,44943
2014/08/23	16:13:38,765	11866,49388
2014/08/23	16:13:38,878	11816,23197
2014/08/23	16:13:38,987	11880,92902
2014/08/23	16:13:39,098	12072,4119
2014/08/23	16:13:39,207	11973,82857
2014/08/23	16:13:39,316	11947,07823
2014/08/23	16:13:39,427	12036,69002
2014/08/23	16:13:39,534	12075,66848
2014/08/23	16:13:39,644	11957,91723
2014/08/23	16:13:39,749	12021,28345
2014/08/23	16:13:39,861	11927,72313
2014/08/23	16:13:39,973	11870,41474
2014/08/23	16:13:40,077	11944,05374
